companyid,text,category,year
C000002280,"The Home Depot, Inc. (The Home Depot) is a home improvement retailer. The Company sells an assortment of building materials, home improvement products, and lawn and garden products, and provides various services. The Home Depot stores serves three primary customer groups: do-it-yourself (DIY) customers, do-it-for-me (DIFM) customers and professional customers. Its DIY customers are home owners purchasing products and completing their own projects and installations. The Company assists these customers with specific product and installation questions both in its stores and through online resources and other media designed to provide product and project knowledge. Its DIFM customers are home owners purchasing materials themselves and hiring third parties to complete the project or installation. Professional Customers are primarily professional renovators/remodelers, general contractors, repairmen, installers, small business owners and tradesmen.",retail,1978
C000002283,"Home Shopping Network, Inc. (Holdco), through its subsidiary USANi LLC, is a media and electronic commerce company. USANi LLC's principal operating assets include USA Network, Sci-Fi Channel, Studios USA, Home Shopping Network and Internet Shopping Network. Holdco is organized along three principal areas of business: Networks and television production, which includes Networks and Studios USA (Networks operates USA Network and Sci-Fi Channel cable networks and Studios USA produces and distributes television programming), Electronic retailing, consisting primarily of Home Shopping Network and America's Store, which are engaged in the electronic retailing business, and Internet services, which includes the Internet Shopping Network, USANi LLC's online retailing networks business.",retail,1977
C000002284,"House2Home, Inc., formerly known as HomeBase, Inc., is a retail company which, during the year ended January 27, 2001, operated 89 stores in 10 western states. As of January 27, 2001, the Company had 84 HomeBase home improvement stores, which average over 100,000 interior square feet, with an adjoining nursery. On that date, the Company also operated five House2Home home decorating superstores in California and Nevada, which also average over 100,000 interior square feet, with an adjoining nursery and garden center. The Company is currently in the process of closing its HomeBase stores and converting 37 of them into House2Home stores. The remaining HomeBase stores will be closed. In November 2001, the Company filed voluntary petitions under Chapter 11 of the United States Bankruptcy Code.",retail,1983
C000002344,"Operates the International House of Pancakes restaurant chain. The Company's restaurants are mainly franchised and serve pancakes, breakfast items, lunch and dinner.  ",retail,1958
C000002422,Inmac Corp. is an international direct-response marketer of multi-vendor products for the computer desktop and networking industries.,retail,1976
C000002532,"J. Alexander's Corporation (J. Alexander's) operates 33 J. Alexander's full-service, casual dining restaurants located in Alabama, Arizona, Colorado, Florida, Georgia, Illinois, Kansas, Kentucky, Louisiana, Michigan, Ohio, Tennessee and Texas. J. Alexander's is a traditional restaurant with an American menu featuring prime rib of beef; hardwood-grilled steaks, seafood and chicken; pasta; salads and soups; assorted sandwiches, appetizers and desserts, and a full-service bar. J. Alexander's is a casual dining restaurant with a contemporary American menu. In October 2012, Fidelity National Financial Inc's indirect wholly owned subsidiary New Athena Merger Sub Inc merged with the Company. In October 2012, Fidelity National Financial Inc's indirect wholly owned subsidiary New Athena Merger Sub Inc merged with the Company. ",retail,1971
C000002559,"Operates restaurants and other food establishments. Long John Silver's is a fast-food restaurant, specializing in seafood and ""fish and chips."" It is named after the fictional pirate Long John Silver. Long John Silver's specializes in batter-dipped fish, chicken and shrimp, along with fries, cole slaw and hushpuppies. The chain serves nearly four million customers each week.  ",retail,1969
C000002560,Jewelry retailer.  ,retail,1988
C000002577,"JumboSports is a specialty retailer of name brand sporting equipment, athletic footwear and apparel. The Company operates 42 big-box sporting goods superstores in 33 markets and 18 states (as of 7/99).",retail,1996
C000002580,"Just For Feet, Inc. operates superstores and smaller specialty stores that sell brand-name athletic and outdoor footwear and apparel. As of January 30, 1999, there were 132 Just For Feet superstores operating in 27 states and Puerto Rico, including 12 franchised superstores. The prototype 15,000- to 20,000-square-foot Just For Feet superstore carries approximately 2,500 to 4,500 styles of athletic and outdoor footwear. Just For Feet carries athletic and outdoor footwear brands, including Nike, Reebok, New Balance, Adidas, Fila, K-Swiss, Asics, Converse, Timberland and Rockport. The Company operates in the smaller format specialty store market of the industry through Athletic Attic and Imperial Sports. In March 2000, the Company was acquired by Footstar.",retail,1998
C000002764,"LV Liquidation Corp is headquartered in Virginia Beach, Virginia, United States and is an online retailer. The company offers Buckets, Colored Tin Pails, Personalized Teacher Totes, Easter Totes, Bunny Treat Baskets, Bunny Baskets, Easter Bunny Baskets, Personalized Easter Baskets. The company was founded in 1987.",retail,1987
C000002777,"Linens 'n Things, Inc. is a format retailer of home textiles, housewares and home accessories operating 492 stores in 45 states and five provinces in Canada, as of fiscal year ended January 1, 2005 (fiscal 2004). The target customer, or guest, of Linens 'n Things is a woman between the ages of 25 and 55 who is fashion and brand conscious and a home enthusiast. The Company is committed to providing its guests with a one-stop shopping destination for their home furnishing needs by offering brand name linens (bedding, towels, window treatments and table linens) and things (houseware, home and decorative accessories) merchandise.",retail,1975
